X,Y
0.7007530758728078, 0.022072062329292708
0.7277196976670157, 0.03161476688033993
0.7516900281507561, 0.038022964102404355
0.7681696303583277, 0.0412618583544615
0.783525623324474, 0.043714226137520296
0.8059978081529807, 0.05088865237131812
0.8228519467743607, 0.05413044626012797
0.840080621809549, 0.06826472560806973
0.8531893962928448, 0.07303317824684186
0.8677963164313741, 0.0793688845501046
0.8842759186389454, 0.08416343391964465
0.9000064480189004, 0.08739652889819749
0.9134897589160044, 0.09372353629120433
0.9254749241578744, 0.1039280829309095
0.9355874073307024, 0.11411813138685578
0.9475725725725727, 0.12587833314404562
0.9625540291249104, 0.14388435246518316
0.973041048711547, 0.162633403704038
0.9827789954705665, 0.18604362102183836
0.9895206509191183, 0.20787498612813793
0.9970113791952874, 0.24371304656529036
0.9958877699538621, 0.2934853114144924
0.991767869401969, 0.3152325870549826
0.9812808498153327, 0.3571540853979678
0.9614304198834852, 0.41378181643824075
0.9382091622273616, 0.4696056231890029
0.9202314143645562, 0.5138026114731715
0.9003809844327085, 0.5603185842498046
0.8790324088456273, 0.6083786135969121
0.8580583696723545, 0.6533302323458056
0.8359607212576563, 0.7029401175368918
0.817982973394851, 0.7393588302336451
0.8041251260839385, 0.7610307153185816
0.786147378221133, 0.7951159453391105
0.769293239599753, 0.8222094262412206
0.7531881738059901, 0.8485308788580944
0.737083108012227, 0.8740745039162261
0.7217271150460808, 0.8949569628954129
0.709367413390402, 0.9119734811749091
0.6928878111828304, 0.9367363790375473
0.675659136147642, 0.9599378225091982
0.6576813882848368, 0.9831334667073451
0.6423253953186905, 1.006349408362756
0.6292166208353949, 1.0311384029561634
0.6179805284211416, 1.062164516203263
0.6104898001449728, 1.0963309360528495
0.6056208267654629, 1.1351846187121497
0.6041226811102292, 1.174064398102218
0.6037481446964206, 1.212952876402543
0.6033736082826122, 1.254952664937834
0.6033736082826123, 1.301622318462326
0.6035608764895165, 1.3498490769226774
0.6033736082826122, 1.398072935746277
0.6033736082826122, 1.4478538995057348
0.6037481446964207, 1.4851925219620814
0.6037481446964207, 1.5194169345467092
0.6033736082826122, 1.548971482142135
0.6007518533859532, 1.5753973216820831
0.5988791713169108, 1.5987176502605702
