X,Y
4.337559383728598, 0.023727142798189993
4.529309276251335, 0.04083535258837534
4.649192482035948, 0.054829385784172846
4.76907568782056, 0.06882341897997013
4.374152992982549, 0.08043706579235677
3.9433155538144824, 0.09204722528492781
3.536477074650153, 0.10832051258951458
3.093798247311813, 0.1308047164838042
2.6990615428639115, 0.15795437306998572
2.280418873607329, 0.18820890673104995
1.945642371090741, 0.22390918089250933
1.6707051767519014, 0.25806166627628024
1.4377801116988564, 0.301539826064112
1.1331743502977907, 0.35743981903135014
0.9720973729438639, 0.4024785544361904
0.8350007565546617, 0.4506268166756653
0.7157313190574112, 0.48790161573339175
0.6205538367589495, 0.5376075474900304
0.5492823192691685, 0.5842086021717864
0.4901497745738385, 0.644793228089896
0.4310172298785055, 0.7053778540080055
0.45567645576712784, 0.7651938165169924
0.6239574608979452, 0.8219165263504787
0.8698491559814243, 0.8615571812923881
1.2233734898210014, 0.8918866923294655
1.6426671254429657, 0.9160081928766836
1.966067215764548, 0.9300219875514302
2.409136622922117, 0.9401634041821094
2.924119214415343, 0.9573029998506257
3.522809880816976, 0.9666827277118116
4.420827281380408, 0.9791987185262109
5.247015193283737, 0.991707734700982
5.905526568824101, 0.9979860728070995
6.911306801416709, 1.0120661265583224
7.6656187270624025, 1.0206841656500147
8.419930652708093, 1.0293022047417077
9.078386231131427, 1.030919739915687
9.904518345917719, 1.0387679531583192
10.730669059743025, 1.0481697673783306
11.520886430199266, 1.056014493301148
12.107624114196557, 1.0669466596997752
12.766154088775934, 1.0747785987832725
13.316902632287125, 1.0794928739525673
13.78385010569486, 1.084199012042295
14.035402108317323, 1.0966522311000328
13.54482765568607, 1.1183549847458805
13.042188626416417, 1.1322885710648927
12.467673610889124, 1.1423311803008267
11.869178234397108, 1.149264262702125
11.12703318010438, 1.1569601963128557
10.588377111790113, 1.1623454899364656
10.025787180108646, 1.1685052591688887
9.415320222173275, 1.1754371791302498
8.900616616265212, 1.181601598122426
8.397847393722481, 1.184659977599781
8.026821364173646, 1.192391946848595
7.5241358373064635, 1.2024415307241587
6.997479248994059, 1.2101583882537756
6.554623730785114, 1.217883382862961
6.087871547286994, 1.229490055035718
5.75278816062673, 1.2395559130704155
5.489590059743605, 1.2542895486768812
5.238307743186798, 1.2643635437911456
5.058892113368125, 1.277551715499799
5.131037785691416, 1.3039699067548791
5.215080643302015, 1.3241748565403793
5.4427080820767895, 1.338179351695621
5.646355159886837, 1.3490743200162267
5.921868924435017, 1.36308346493122
6.083624766712838, 1.3747511652007316
6.078020256290888, 1.4065994040170426
5.838811815891993, 1.4252193669468327
5.503663332595188, 1.4298476215607028
5.084750977272948, 1.4375749410497642
4.605999313772959, 1.4468500493165133
4.199030641335555, 1.4522481297794432
3.8639565541947936, 1.4630907883028317
3.337346463479919, 1.4746916482758974
2.7388789855464175, 1.4839551321432651
2.2840425863746185, 1.4909021638238213
1.9010449753824312, 1.4986329706326984
1.5299910472750788, 1.5040345384154428
1.2067955463826157, 1.5071103544918707
0.919561287417733, 1.514073660331562
0.6802970499018053, 1.5280328203292142
0.4051180680558234, 1.5419884930070513
0.1060052228426438, 1.5567186412937017
